job_title,skills,source
SAS Data Integration Technology Platform Engineer,"business process, qabusiness analyst, project management, data analytics, ms office, quality assurance, business analysis",naukri
Data Administrator (MIS+Admin role & & Offrole Position),"data analysis, interpersonal skills, business analyst, business analysis, time management, analytical, process improvement, agile",naukri
SAS Data Integration Technology Platform Engineer,"product management, data analysis, usage, business analyst, project management, analytical, market research, management",naukri
SAS Data Integration Technology Platform Engineer,"life sciences, uxuibusiness analysis, science, analysis",naukri
SAS Data Integration Technology Platform Engineer,"sterling omsbusiness process documentation, confluence, system analyst, jiraibm sterling omsbusiness analysis, documentation",naukri
SAS Data Integration Technology Platform Engineer,"analytical skills, data analysis, excel, business analyst, manager technologymicrosoft, jirapowerpoint",naukri
Data Science with Tableau & Power Bi For Bangalore Location,"ms excel, data analysis, business analysis, communication skills, technology background, analysis, microsoft, data",naukri
Data Architect,"automation, data validation, excel, ssrsdebuggingpower bi, continuous improvement, ssis",naukri
Data Engineer,"project development, matrix, production support, business analyst, compliance, mentorsoftware quality, slas",naukri
Data Science Architect,"data analysis, business analyst, data, business analysis, analysis",naukri
Senior Data Engineer,"product management, data analysis, financial analysis, competitive analysis, project management, process improvement, analytical, market research",naukri
Data Pipeline Engineer,"root cause analysis, sql queries, product engineering, analytical, problem management, data analytics, business intelligence, technical support",naukri
"Data Engineer(SQL, PSQL, ETL, Celonis)","field operations, financial statements, business analyst, financial analysis, ms office tools, customer service, subject matter expertise, automotive",naukri
Job Title: R&D Engineer - Data Engineering and Ops (MLOps & DevOps),"housekeeping, content management, law enforcement, bloomberg, business analyst, social media, diversity and inclusion, finance",naukri
Data Migration Senior Developer,"application testing, excel, techno functional, system design, test cases, technical support, analytics, crm",naukri
Data Science,"business analyst, jira.requirement gathering, agile, ibm open, pages, scrum, page, requirements",naukri
Data Architect,"advanced excel, pivot table, strategic thinking, analytical skills, business management skills, training, business analysis, management",naukri
Sr. Data Engineer,"usage, excel, business analyst, project management, supervision, operations, business analysis, project",naukri
Data science,"analytical skills, training, business analyst, project management, agile, equity, application software, recruitment",naukri
Data Science,"penetration, senior executive, analytical, workflow, data analytics, business strategy, new product development, digital marketing",naukri
Data Engineer,"google analytics, web analytics, kpionline marketingpower bi, business delivery, data analytics, spss",naukri
Crypto Data Engineer Intern,"hr analytics, ms excel, data analytics, analytics, data, microsoft, management, excel",naukri
Coordinator : Data and MIS,"computer science, career development, data analysis, google analytics, web analytics, analytical, data processing, html",naukri
Data Engineer - Devops/MLOps,"career development, data analysis, it strategy, analyticalquery, consulting, intellectual property, information technology",naukri
Big Data Engineer,"it services, employee training, data analysis, lmsnetwork infrastructure, billing, data analyst, ict",naukri
"python developer, data science, ML, AI, freshers, Django","exceldata science, ms access, finance, us healthcare, continuous improvement, variance analysis, analytics",naukri
Senior Specialist Master Data,"performance tuning, automation, db, data modeling, rdbmsagile, oracle, teradata",naukri
Analytical Consultant,"procurement, supply chain, analyst, semiconductor, sapdata management, market research, financial statement analysis",naukri
AI /ML Developer,"automation, data analysis, data modeling, machine learning, data quality, data mining, analytics, monitoring",naukri
Tableau Developer,"product quality, automation, commercial vehicle, machine learning, automotive, technical support, analytics, sql",naukri
Financial Analyst,"erpdata management, data modeling, business analyticsmicrosoft, data mining, business intelligencecisco",naukri
Machine Learning Intern,"strategic management, pdfsasanalytical, retail banking, management consulting, banking, data analyst",naukri
Hiring For Team Leader - Business Intelligence/Data Analysis - Mumbai,"pyton, sqlproduct analysis, data, data analysis",naukri
DM/MGR- Innovation Manager,"supply chain, outbound, analytical, vasinventory control, business intelligence, forecasting, logistics",naukri
Senior Business Systems Analyst - Big Data (PM),"excel, analytical skills, communication skills, data analysis, data cleansing, data processing, data, analytics",naukri
Business Systems/Data Analyst,"supply chain, data analysis, project management, process improvement, analytical, consulting, management consulting, analytics",naukri
Assistant Manager,"erpdata management, data modeling, business intelligencemicrosoft, data miningcisco, analytics",naukri
Trainers For Business Analysis (BA) and Data Analysis (DA),"data analysis, pdflinux, rdbmsmy, sqlscaladata visualization, reporting tools",naukri
Reference Data Business Analyst,"data quality, sapexcel, power biworkday, troubleshooting, project delivery, project",naukri
Data scientist / Data Analyst / AI Expert,"procurement, automation, data validation, usage, gcpfinancial planning, oracle, analytics",naukri
Senior Business Systems Analyst - Data and Reporting,"data analysis, analytical, data processing, data analyst, silicon, monitoring, consumer electronics, robotics",naukri
Business Data Analyst General Ledger,"data management, predictive modeling, data qualitymicrosoft, data mining, business intelligence, econometrics, open source",naukri
Business Analyst,"remediation, data analysistelco, manual, data quality, informatica, sqlpython",naukri
Business Analyst,"performance tuning, data analysis, sas sqldata analyst, scheduling, agile methodologydata mapping, jira",naukri
Business Analyst-Life Sciences (Immediate),"api management, dataframe, python, flask, panda, management, data analysis, pandas",naukri
Business Analyst - Sterling OMS,"backend, interpersonal skills, analytical, front end design, javascript, programming, htmldata analyst",naukri
Business Analyst,"text mining, c++data analysis, machine learning, information retrieval, natural language processing, data mining, bioinformatics",naukri
Business Intelligence Analyst,"sas analysttableau, excel, data analyst, sqldatadata analysissas",naukri
Business Analyst,"data extractiondata analysisdata visualization, data, time, part time, part, analysis",naukri
Business Analyst,"usage, email, data collection, data analyst, problem, subject matter expert, research, analyst 3",naukri
Developer Analyst I - Business Intelligence,"relationship management, data analysis, informatica, information technology, financial services, sqlauditing, python",naukri
Business Analyst,"relationship management, data analysis, informatica, information technology, financial services, sqlauditing, python",naukri
BUSINESS ANALYST - CRM,"it services, supply chain, business objects, data analysis, sapmanager quality assurance, agile, data quality",naukri
Looking For candidates with Business Analyst and IBM Open Pages exp,"statistical programming, claims, sasdata management, healthcaremedical records, data mining, bioinformatics",naukri
Management Trainee - Business Analyst -Freshers,"erpdata analysis, publishing, kaizen, data analyst, advanced excel, powerpoint, macros",naukri
Operations/Project Management - Business Analyst I,"printing, training, data analysis, pdfpolitical science, senior analyst, htmlcustomer experience",naukri
Senior Business Analyst,"gen rocket, edi file, filing, management, gen, data analysis, editest data management",naukri
Senior CMI Executive - Predictive Analytics,"sapexcel, master data management, data management, management, data, data analysis, master data",naukri
Analytics Executive EB2B,"people development, renewable energy, compliancedata reporting, focusproduct life cycle, succession planning, data quality",naukri
Manager - HR Analytics,"electrical engineering, computer vision, redhat, data analysis, publishing, neural networks, artificial intelligence, machine learning",naukri
Marketing Analytics Lead,"google sheets, excel, data reporting, countif, spreadsheets, data management, conditional formatting, formulas",naukri
Associate Consultant - Analytics,"backend, interpersonal skills, analytical, front end design, javascript, programming, htmldata analyst",naukri
Data Analyst - Learning & Development,"data conversion, isoxmldata qualitydata integritydata management analystmicrosoft, oracle",naukri
Analytics Manager,"erpautomation, sapnetworking, reconciliation, data quality, ms office, operations",naukri
"Lead Engineer - 2,Data Analyst","strategy execution, data science, leadership, us/uk market, consulting, revenue, analytics, stakeholder management",naukri
"Senior Analyst Data Specialist, Center of Excellence - Sourcing","data analysis, data management, customer service, ssisoperations, analytics, reporting tools, business operations",naukri
data analysis,"it services, xmljavascript, data analyst, jsonoracle, ssismicrosoft",naukri
Senior Data Analyst - Quality Assurance,"sanexcel, data management, project management, consulting, telecommunication, research, private equity",naukri
Sr. Data Analyst (Tableau Developer),"java, hive, big data, pl / sql, spark, oracle pl, pythonoracle",naukri
Data Analyst Big4s Consultant/Senior Consultant,"data analysis, data modeling, ssrspower bi, ssisbusiness intelligencemicrosoft, data mining",naukri
"Data Analyst, Product Analyst","data analysis, data modeling, ssrspower bi, ssisbusiness intelligencemicrosoft, data mining",naukri
Data Analyst - Inventory Control,"operations research, neural networks, machine learning, data mining, business intelligence, business solutions, sqlpython",naukri
Junior Data Analyst,"telecom, c++operations research, sasartificial intelligence, machine learning, healthcare, spss",naukri
Data Analyst (Advanced SQL Experience),"advanced analytics, data analysis, database, data analyticsdata visualization, analyticsproduct analysisdata",naukri
Sr. Data Analyst (Tableau Developer),"c++no, sqlchip design, artificial intelligence, data structures, scheduling, virtualization, forecasting",naukri
DevOps / Big Data Analyst,"stress testing, automation, data modeling, analytical, artificial intelligence, consulting, machine learning, data structures",naukri
Principal Analyst - Data Quality,"dev, ops and ml operation tools, senior data scientist, ai ecosystem, ml and deep learning solutions, delivery management, business intelligence tools, delivery, artificial intelligence",naukri
Senior Data Analyst ( Cloud Finance ),data scientist,naukri
"Senior Data Analyst, Manufacturing Operations","product management, logistic regression, core java, pdfneural networks, machine learning, agile, pega",naukri
Data Analyst - SQL,"bidata analysis, bi analyst, bi analysis, data, retail, mobility, analysis",naukri
Data Analyst - SQL & Tableau,"development, data scientistresearch, data",naukri
Data quality analysts/engineers,"visualization, analytical, calculus, business intelligence, forecasting, sqlpython, analytics, software services",naukri
Sales Data Analyst,"e-learning, linux, data management, javascript, tools, business intelligence, digital marketing, analytics",naukri
Data Analyst- SAS,"data scientist, data science, tensorflow, nlppython, data, science, natural language processing",naukri
Data Analyst & Zoho One Specialist,"computer science, career development, assurance, performance testing, troubleshooting, data mining, sqlcapacity planning",naukri
Data Engineering Analyst - Pan India,"computer science, statistical analysis, analytical, consulting, machine learning, predictive modeling, regression analysis, econometrics",naukri
GIS Data Analyst,"rdbmsreporting services, ssrspower bi, integration services, ssismicrosoft, analytics",naukri
Data Quality and Governance Analyst,"computer science, rfanalytical, machine learning, healthcare, qlik, view, matlabmonitoring",naukri
Consultant Big data analysis,"unix, software design, linux, shell scripting, machine learning, agile, spssmatlab",naukri
SAS Data Analyst,"azure cloud, google cloud services, aws, machine learning, data management, model development, development, cloud",naukri
Principal Data Analyst,"logistic regressiondeep learning, rdbmsneural networks, analytical, machine learning, forecasting, sql",naukri
Data Analyst/Part Time Supports,"machine learning, hypothesis testing, wellness, calculus, researchcontent marketing, operations, analytics",naukri
Statistician/Data Analyst,"hardware testing, computer hardware, testing, computer, software testing, data, hardware",naukri
Data Quality Analyst-3,"logistic regression, factor analysis, algorithms, simulation, analytical, tools, healthcare, forecasting",naukri
Data Quality Analyst-2,"statistical analysis, linux, sql database, machine learning, mathematics, research, management, statistics",naukri
Data Quality Analyst-1,"product engineering, data modeling, analytical, machine learning, agile, hypothesis testing, open source, sql",naukri
"Lead Engineer - 2,Data Analyst","semiconductor, coding, aerospace, healthcare, scrum, agile methodologymicrosoft, jira",naukri
Principal RWE Scientific data analyst,"hospitality, computer visiondeep learning, machine learning, manager technology, facility management, monitoring, sql",naukri
Data Analyst,"computer science, c++operations research, analytical, machine learning, data visualization, data mining, business intelligence",naukri
Content Ingestion Analyst - Stats Data Aquisition & Conversion,"data science, natural language processing, gcpaiaws, machine learningazure, python",naukri
Test Data Management Analyst,"operations research, analytical, machine learning, data visualization, data mining, business intelligence, revenue generation, sql",naukri
Master Data Analyst,"algorithms, image processing, data scientist, computer vision, pythoncomputerprocessdata",naukri
Data Report Analyst,"statistical modelingtableau, coding, analytical, machine learningpower bi, calculusdata visualization",naukri
Principle Engineer in Data Analysis,"computer visiondeep learning, analytical, finance, machine learning, data mining, open source, apache",naukri
Data Quality Analyst,"computer science, analytical, pythonsciencedataanalyticscomputer",naukri
GIS Data Analyst,"graphics, policies, algorithms, my, sqlmachine learning, hypothesis testing, spsseconometrics",naukri
Data Management Analyst,"text mining, logistic regression, software design, prototype, analytical, machine learning, social networking, predictive modeling",naukri
Senior Analyst Data Quality,"unix, computer science, cloud computing, front end, gitdata modeling, analytical, data quality",naukri
VP_Data Science & Analytics Leader,"procurementdata science, networking, rocmanager technology, hrpredictive modeling, analytics",naukri
Junior Data Analyst,"procurement, networkingdata science, rocscrum, hrpredictive modelingdigital transformation",naukri
Data Analyst - Technology Consulting,"c++operations research, analytical, machine learning, data visualization, data mining, business intelligence, statistics",naukri
Data and Research Analyst,"computer science, automation, gitlinux, aviation, my, sqlmachine learning, agile",naukri
Technical Data programmer / analyst,"skillsalgorithmsdata-miningcanalyticaland, matlabsolid",naukri
Power BI Analyst,"predictive modeling, business solutions, revenue generation, monitoring, testingpredictivedatamodeling",naukri
Power BI Analyst,"operations research, analytical, machine learning, data visualization, data mining, business intelligence, revenue generation, sql",naukri
Data Scientist,"python, excel sheet, sqldata, training, excel, sheet",naukri
Data Scientist,"research analysis, ad operations, data analysis, media research, data, advertising, media, classification",naukri
Product Analyst,"accounts payable, procure to pay processing, data analysis, procure to pay operations, finance operationsfinancial process, data, financial operations",naukri
Senior Data Scientist,"research analysis, data analysis, data collection, data research, secondary research, excel powerpoint, data management, data extraction",naukri
Data Scientist,"procurement, supply chain, global sourcing, data analysis, data management, trend analysis, market intelligence, rfq",naukri
Senior Data Scientist - AI/ML and deep learning -Technical Delivery,"market research, quantum, data processing, spsstableau, dimension, decipher, processing",naukri
Data Scientist,"solution architecting, big data, data warehousing, big data analytics, hive, hadoop, kafka, data lake",naukri
Data Scientist,"advanced analyticsgithub, architecture, workflow management, machine learning, data governance, deployment, data quality",naukri
Senior BI Analyst - Retail/Mobility,"business process, data analysis, erpdata management, data modeling, project management, information management, business intelligence",naukri
Data Scientist,"data analysis, data modeling, plsqlolapcustomer support, customer service, analytics, sql",naukri
Data Scientist Jobs,"product management, performance tuning, automation, data analysis, software design, olapinformation technology, financial services",naukri
Associate Data Scientist,"data cleansingdata security, gcp, data governance, data processing, data quality, data analytics, continuous improvement",naukri
Data Scientist,"ssisdata analytics, sqldata, analytics, data engineering, ssmssenior",naukri
Capacity and Performance Data Scientist,"data analysis, semiconductor, javascript, agile, scrum, ssistroubleshooting, jira",naukri
Data Scientist,"computer science, operations research, machine learning, ab initio, informatica, spssqlik, view, unix shell scripting",naukri
Data Scientist ( RDBM ),"data analytics, data anayltics, analytics, delivery, data, management",naukri
Data Scientist,"supply chain, social media analytics, malayalamdata science, consulting, machine learningcxo, project delivery",naukri
Data Scientist,"usage, customer satisfaction, saasmanager technology, overhauling, operations, analytics, private equity",naukri
Data Scientist,"interpersonal skills, no, sqlrfbig data analytics, programming, online advertising, business solutions, open source",naukri
Data Scientist,"staffing, machine learning, programminghealthcare analytics, troubleshooting, analytics, reporting tools, sql",naukri
Data Scientist,"stress testing, pracartsqlstrategic planning & stress testing, stoperations, data operations",naukri
Data scientist,"advanced metering infrastructure, meter data management, oracle database, sap - isusqldbmsmetering, isu",naukri
Data Scientist,"software development, data science, python, no, sqlgcphadoop, olapspark",naukri
Data Scientist,"data analysis, data modelingdata security, infrastructuredata privacy, management, data warehousing, data architecture",naukri
Data Scientist - Ads Product,data sciencesales intelligenceanalyticsdeep learningnlpmarketing communicationbusiness insightsmachine learning,naukri
Data Scientist,"data science, nlppython, document processingdeep learning, documents, data, processing",naukri
Data Scientist,"supply chain, erpdata analysis, backend, data management, product portfolio, data quality, macros",naukri
Senior Data Scientist,"data curation, sqldata governance analyst, mdmpython, database system architecture, javadatabase management system",naukri
Data Scientist,"computer science, cloud computing, data analysis, data collection, cmmidata processing, data quality, monitoring",naukri
Data Scientist,"machine learning mlnatural language processing nlpml, data, data science, machine learning, machine, languages",naukri
Data Scientist,"tableau, analytical, data analyst, research, data warehousing, sqlanalysis, data",naukri
Data Scientist,"rdbmsdata modellingstar schemas, cloud architecture, snowflake, data analysis, er studio, nosql",naukri
Sr . Data Scientist,"cloud computing, data analysis, data modeling, postgresql, my, sqlinformatica, oracle, ssis",naukri
Data Scientist,"data analysisdata engineer iidata sciencedata security, manager technology, programming, data processing, informatica",naukri
Data Scientist,"project management, application development, teradata, business intelligence, reporting analytics, sql queries, power bisql server 2016",naukri
Data Scientist,"trainingdeep learningtableaudata science, coding, analytical, machine learning, subject matter expert",naukri
Principal Data Scientist,"data annotation, data labelling, artificial intelligence, data services, annotation, ai models, intelligence, management",naukri
Data Scientist,"data management, financial servicesdata analysisqualitative research, finance, data, misresearch",naukri
Data Scientist,"performance tuning, erpdata analysis, sapxmlproject management, httpjson",naukri
Data Scientist,"data analysis, data modeling, agile, scrum, troubleshootingdigital transformation, sdlcsql",naukri
Data Scientist,"data science, ci/cdsqlpython, journey analytics, nlpsolution architectures, context management",naukri
"Data Scientist- Trainee, Junior MNC","power house, health insurance, cdata science, machine learning, instructor, process excellence, product sales",naukri
TV Classification Analyst,"remediation, data analysis, automation, change management, analytical, information security, data quality, operations",naukri
Procure To Pay Operations Senior Analyst - Procure To Pay Processing,"data analysis, computer application, management, data entry operator, operating, analysis, application, data entry",naukri
Research Analyst - Delhi - NuWave ESolutions Pvt. Ltd.,"natural language processing, text mining, machine learning, nludata, languages, data science, science",naukri
Sourcing Analyst - Diversified Products,"nlpdeep learning, python, data science, documents, data, processing, natural language processing",naukri
Data Processing Specialist,"vlookupadvanced excel, hlookupcomputer skills, pivot table, data entry, computer, data",naukri
Big Data Senior Solution Architect,"c++programmingdata science, c programming language, pythonimage processingalgorithmsmachine learning",naukri
Engineering Manager - Data Lineage,"c sales, inside sales, educational sales, sales, team leading, team management, team handling, retail sales",naukri
Manager - Data Engineer,"solution architecture, automationdata science, django, web development, machine learning, infrastructure, selenium",naukri
Senior Data Engineer,"social media analytics, pdfbusiness data analyst, analytical, social media, marketing campaigns, high level design, analytics",naukri
Principal Data Modeler,"social media analytics, pdfbusiness data analyst, analytical, social media, marketing campaigns, high level design, analytics",naukri
Senior Data Engineer,"advanced analytics, data managementdata science, gcp, machine learning, cloud, data analyticsdata visualization",naukri
Senior Data Engineer - SSMS,"data managementdata science, data analytics, credit riskbig data, business banking, analytics, sql",naukri
Data Engineer (Python/Linux),"advanced analytics, data managementdata science, gcp, machine learning, cloud, data analyticsdata visualization",naukri
HT - Advanced Analytics Expert - Data Scientist,"plmsapoperational excellence, analytical, supply chain operations, troubleshooting, user acceptance testing, technical support",naukri
Data Delivery Manager,"process improvement, logistics, strategy consultingspend analysis, data analyticsdigital sourcing, cprocess",naukri
Lead Data Science,"spend analysis, business strategy, process redesigndata analyticsprocess improvement, spend, prc",naukri
"Senior Data Scientist, ScreenConnect Product Analytics",strategy consultingcost reductionspend analysisdata analyticsmarket intelligencesparkthought leadershipbusiness case,naukri
Data Engineer,"advanced analytics, data managementdata science, gcp, machine learning, cloud, data analyticsdata visualization",naukri
Data Scientist - Healthcare Analytics,"advanced analytics, data managementdata science, gcp, data modeling, machine learning, data analyticsdata visualization",naukri
Hiring Manager-SP&ST Data Operations For Gurugram,"basic, data analysis, field sales executive, excel, field sales, area sales, cloud, data analytics",naukri
SME - Meter Data Management,"automationgithubdata security, pharma, agile, data analytics, jiradata warehousing",naukri
Software Development Engineer III - Data Sciences,"analytical skills, manager quality assurance, business analyst, process improvement, manager technology, market research, seztest planning",naukri
Lighthouse Pyspark Data Engineer,"analytical skills, r program, communication skills, python, big data analytics, time management, business analytics, adaptability",naukri
Sales Ex - COE - Client Success Data Science Associate Manager,"project handling, capital markets, reference data, business analysissecurity master data, business requirements, agile methodology, investment banking",naukri
Data Science Document processing /NLP,"data analysis, publishing, helpdesk, analytical, financial planning, ifscustomer service, ms office",naukri
Offer Data Management,"data analysis, siemens, epcproject scheduling, project planning, htmlms wordprimavera p",naukri
Data Governance Consultant,"bloomberg, research analysis, factiva, zoominfo, primary research, business researchthomson research, reuters",naukri
Data Steward,"unix, cloud computing, data analysis, front end, linux, analytical, machine learning, forecasting",naukri
Data Science Manager/lead,"hvacpumps, production, agile, siemens, manager technology, data analyst, heat exchangers",naukri
Senior Engineer - Data Engineering,"supply chain, data analysis, due diligence, business transformation, primary research, consulting, cost reduction, cash flow",naukri
Data Architect,"data analysis, sasrisk modeling, credit cards, business strategy, credit riskbanking products, analytics",naukri
Data Engineer II,"valuation analysis, data analysis, cfa level 2, ratio analysis, financial reporting, financial statement analysismarket data, financial modelling",naukri
Azure Data Engineer,"analyst, tdspayroll, data analysis, internal audit, direct tax, reconciliation, financial planning",naukri
Analytics and Modeling Analyst,"data analysismetadata, sappdfspare parts, excel, time management, siemens",naukri
MACHINE LEARNING / DATA SCIENCE TRAINER,"data analysisdata governance, programmingpower bi, qlik, view, business intelligence, data warehousing, analytics",naukri
"IGT is Hiring - Operations Manager, Data Annotation","budget preparation, sales, business analytics, budget analysis, revenue, business kpibusiness analysis, analytics",naukri
Data Science Associate Director,"qualitative research, health insurance, data analysis, sasdatabase design, analytical, spssdata mining",naukri
MIS & Data Management Officer,"it services, data analysis, change management, automation, business analysis, data modeling, analytical, business process analysis",naukri
Data Integration Architect,"it services, data analysis, change management, automation, business analysis, data modeling, analytical, project delivery",naukri
Lead Data Engineer - Snowflake,"backend, data analysis, project management, business analytics, analytical, consulting, healthcare, operations",naukri
Applied Intelligence - Marketing - Data Science - 09,"analytical skills, business analyst, finance, business modeling, business analysis, analytical skill, modeling, analytical",naukri
Applied Intelligence - Marketing - Data Science - 11,"pdfcredit operations, operational risk, misanalytical, risk assessment, agile, capital market",naukri
Lead Instructor - Data Science,"backend, ticketing, automation, project management, xmlsabre, ms office, product support",naukri
Sr. Data Management & Quality Specialist,"data analysis, production support, testing tools, machine learningbusiness rules, business intelligencemicrosoft, analytics",naukri
Data Entry Operator,elicitationdesign documentsmodelinganalyticalcsvxsdregulatory reportingfinancial services,naukri
Text Mining/NLP - Data Science and Insights.,"computer science, data analysis, manager quality assurance, business analyst, business analysis, technical writing, process documentationdata visualization",naukri
Data Science Document processing - NLP,"software testing, data analysis, manager quality assurance, business analyst, project management, agile, software development life cycle, jira",naukri
Data Operator,"solution architecture, data analysis, strategic planning, scrum, test cases, business process management, business intelligence, ms office",naukri
Internship Coursework Program - Machine Learning and Data Science,"accessories, retail, data analysis, google analytics, business analyst, e-commercepower bi, stakeholder management",naukri
Team Leader - Inside Sales | EdTech Experienced | Day Shift,"agile methodology, business strategy, sqlbusiness analysis, agile",naukri
Automation and Data Science Architect,"text mining, analytical skills, data analysisdata manipulation, management consultingpower bi, business intelligence, data mining",naukri
Business Data Analyst,"erpfinance, user stories, business analysis, usage, analysis",naukri
Business Data Analyst,"business analyst, business analysis",naukri
Consultant,"computer science, business analyst, project management, analytical, relationship building, market intelligence, manager technology, sales process",naukri
Lead People Ops,"business administration, interpersonal skills, excel, business analyst, analytical, powerpoint, analytics, administration",naukri
Manager,"business analysis, gap analysis, requirements management, fintech, brd, requirement gathering, frdrequirement analysis",naukri
Business Data Analyst,"business process, telecom, automation, business analyst, revenue assurance, process improvement, rocdata analytics",naukri
GN - Strategy - C&PR - Direct Materials - 09,"data analysis, data management, business analyst, financial instruments, focus, manager technology, data quality, business intelligence",naukri
GN - Strategy - C&PR - REWS - Senior Manager,"procurement, automation, data analysis, data management, business analytics, strategic planning, project planning, risk management",naukri
GN - Strategy - C&PR - Direct Materials - 07,business analystbusiness analysis,naukri
AWS Architect,"proposal writing, brdfrdfunctional requirements document, time and cost analysis, rfis, rfpbalsamiq",naukri
Associate Manager,"product implementationvendor consultant, project management tools, business analysis, sql database, gap analysis, sprint planning, business analytics",naukri
Field Sales Executive,"strong sqlpython, data science, power bi, azure cloud, gcpartificial intelligence, natural language processing",naukri
Sr. Software Engineer,"financial reporting, us gaapfinancial accounting, gaapgaap accounting, statutory reporting, reporting, finance",naukri
Data Artist / Business Analyst,"pitch booksfinancial modelling, cfainformation memorandumscompany researchindustry research, valuationequity research",naukri
Business analytics and Marketing Management Faculty / TPO,"sanpdfsaspharma, consulting, smshealthcare, analytics",naukri
Reference Data Business Analyst,"analytics, sqlsasrisk analytics, regression, portfolio analysis, data science, strategy",naukri
Specialist 3,"qareport generation, misresearch analyst, reporting, defence, generation, research",naukri
Planning Engineer,"logistic regression, automationdata science, machine learning, data structuresbig data, information technology, monitoring",naukri
Associate,"matrixdata science, cloud, system design, product design, data analytics, management, individual contributor",naukri
Large Language Models (LLM) Engineer/Developer,"computer science, data analysis, analytical, consulting, machine learning, data visualization, data mining, stakeholder management",naukri
Performance Evaluation Engineer,"excel, data management, coding, data quality, macros, analytics, sqlsalesforce",naukri
Consultant,"power bibi tools, qlikdata quality analyst, sqlexcel, data quality, access",naukri
Senior Executive,"unix, networking, linux, information security, javascript, perl, windows, asset management",naukri
Lead Assistant Manager,"sqlbusiness intelligence, power bi, bi tools, tableau, dashboarding, reporting tools, business intelligence reporting",naukri
Consultant,"sasprocess orientation, bfsi, business management, data analytics, stakeholder management, portfolio management, fsi",naukri
Specialist 3,"analystagile project management, pharma, diversity and inclusion, standard operating procedures, customer service, sqlpython",naukri
document controller and manager,"oracle fusion cloud, bicc, otbibi publisher, plsql reporting, business intelligence, exce, olap",naukri
Business Analyst For Big MNC (Steel),"data management, data analysis, data visualization, information assurance, data governance, electronic document management systems (edms)engineering data warehouses (edw)management",naukri
Business Analyst,"data management, data analysis, data visualization, information assurance, data governance, electronic document management systems (edms)engineering data warehouses (edw)governance",naukri
Business Analyst,"support analystdata integrity, data",naukri
Business Analyst,"power bi, data analysisdata analyst, data, bi, analysis",naukri
Business Analyst,"production cost modellingelectricity marketplexosenergy marketenergy market price forecastpower market analysisenergy data, modeling",naukri
Business Analyst,"report generation, statistical modeling, data analysis, machine learning, data collection, hypothesis testing, data research analystdata visualization",naukri
Business Analyst,"etlrdsawssqlsenior, data analysis, amazon rds, data",naukri
Analyst Jobs in Business Analyst,"administration, career development, data analysis, document review, excel, coding, manager quality control, macros",naukri
Business Analyst,"cyber review, advanced ms excel, macros, data analysis & notificationsediscovery, data, data analysis, team",naukri
Business Analyst,"microstrategy, customer profitability, automation, google analytics, analytical, customer retention, digital marketing, analytics",naukri
Business Analyst II,"seo analyst, photoshop, data mining, web researchdataseoresearchseo analysis",naukri
Business Analyst,"automation, no, sqlanalytical, machine learning, agile, data processing, power supply, python",naukri
Business Analyst,"product management, data modeling, agile, plsqlhealthcare, data mining, analytics, python",naukri
Business Analyst... Hyderabad..!!,"product analyst, market analysis, data analysis, pharma, market intelligence, agile, asset management, analytics",naukri
Business Analyst,"customer acquisition, product analyst, translation, business economics, gap analysis, advanced excel, data analytics, research",naukri
Pre-Sales / Business Analyst Technology Generalist,"power bi, business analytics, data studio, sql queries, tableau, product analysis, data analysis, sql",naukri
Business Analyst,"automation, analytical, banking, agile, management, training and development, sqlbusiness operations",naukri
Business Analyst,"coding, consulting, predictive modeling, manager quality control, risk management, portfolio management, analytics, sql",naukri
Business Analyst - Revenue Assurance,"coding, consulting, predictive modeling, manager quality control, risk management, portfolio management, analytics, sql",naukri
Business Analyst,"product analyst, product management, use cases, advanced analytics, computer science, data analysis, big data, tableau",naukri
Insurance and Banking Business Analyst,"data analysis, operations research, business research, spssquantitative researchdata sciencedata cleaning, supply chain operations",naukri
Business Analyst,"spark, ml algorithms, python, ml, data, algorithms, data engineering",naukri
Business Analyst,"interpersonal skills, people development, simulation, analytical, technical leaddata visualization, ms office, data mining",naukri
Business Analyst | Tech Vendor Consultant | Bangalore,"basic, coding, analytical, debugging, mechanical, data mining, statistics, python",naukri
Associate Business Analyst,"mining, text mining, logistic regression, machine learning, data mining, open source, continuous improvement, forecasting",naukri
Hiring For Business Analyst || Bangalore Location,"supply chain, automation, gcp, neural networks, fmcgforecasting, sqlpython",naukri
Business Analyst / Sr. Business Analyst - Global Investment Banking,"automation, banking, german, asset management, investment management, training and development, ms office, portfolio management",naukri
Associate Consultant - Analytics / Data Science,"process audit, manager internal audit, us gaapsox compliance, process improvement, coso, data analytics, visio",naukri
"Risk- Strategic Analytics Associate - JP Morgan, Mumbai","change management, team management, data interpretation, data analytics, program management, people program analyst, hr analytics, change",naukri
Research Analyst - Defence Data QA,"qcsas rprogramming, statistics, python, data, program",naukri
Senior Executive - Analytics,"healthcarepower bi, data, bi",naukri
BI Engineering Manager (Analytics Engineering),"business intelligence, power bi, ssasdata modeling, ssrstabular model, msbiolap",naukri
Lead AI & Analytics,"data analysisdata science, kpiartificial intelligence, project management, machine learning, manager technology, business case",naukri
Senior Data Analyst,"market study, data analysis, online marketing, social media, radiology, market research, sales process, market analyst",naukri
Data Quality Analyst,"change management, linux, business analysis, social media, strategic planning, project planning, oracle, risk management",naukri
