job_title,skills
 Java Full Stack Developer,"Experience:, Required for all listed technical skills."
 Senior Full Stack Software Engineer,"AWS, Docker, Python, JavaScript, React"
Sr. Full Stack Web Developer,"Back-end Development, Drupal (versions 7 or 8), PHP, Object-Oriented Programming, Git, Agile Development, HTML5, CSS3, SASS or LESS, JavaScript Frameworks (e.g., jQuery), MySQL, Web Services (REST, SOAP), XML, UI Tools (e.g., Patternlab), Automation Tools (e.g., Gulp, Grunt), JIRA"
Junior Full Stack Developer,"Data Visualization, UI/UX Design, QA Testing, Deployment/Architecture, Security, JavaScript, Server Side language (C, Java, Ruby, Python), Relational Databases"
Software Engineer (Full stack) / Flights,"Javascript, Jquery, Java, Spring framework, HTML, CSS, Unit testing, Automated integration testing, Agile methodologies, React framework, Back-end development, Software testing, Build/deploy pipelines, AWS, npm"
.NET Full-Stack Developer,"****, NET technologies, WPF, DevExpress Framework, C#, WinForms, Agile Methodology"
 Java Full Stack Developer,"Java, Full Stack Development, Software Design, Software Analysis, Application Development, Software Testing, Web and Mobile Server-side Technologies, Frameworks (JSP, JavaScript, Loopback, Angular, Backbone, ExpressJS), Web Services (REST/SOAP), SOA, Application Security, Identity Management, Access Control, Single Sign-on, Web Content Management, API Management, Systems Integration, Service Oriented Architecture, Agile Development, Resilient Applications, Infrastructure Planning, Production Operations, High Traffic Website Design, Mobile Application Design, Industry Trends, Emerging Technologies"
" Full Stack Web Developer, MX","React, Redux, Ruby on Rails, Postgres, Database design, API development, UI design, Networking"
 Full Stack Software Developer 4,"Object Oriented Design and Analysis, C, JAVA, JavaScript, React JS, Angular JS, REST and/or SOAP APIs, SQL DBMS management, Agile software development methodologies (such as Scrum), Version control systems (Mecurial or Git)"
Full Stack Java Developer - Dallas Preferred,"Java, Microservices Architecture, Object-Oriented Programming (OOP), Resiliency, Circuit Breaker, HTTP/Rest, Event Driven Architecture, JavaScript frameworks/libraries, Relational Databases, Non-relational Databases, HTML, CSS, Front-end Development"
 Full Stack Developer - Intermediate - CX Lab,"Java, Spring, JavaScript, Node.js, AngularJS, Object-oriented design, Data structures, Dependency injection, Testable code, Algorithms, Eclipse, WebStorm, Git"
 Full Stack Software Engineer,"Full-stack web development, Event-driven and event-sourced systems, Web frameworks (Ruby on Rails), JavaScript / JS framework (React), SQL databases, Domain modeling, Analytical and problem-solving skills"
 Entry level Full Stack Web Developer,"HTML5/CSS3/JavaScript, jQuery, Responsive Design, ReactJS, Angular, Object-Oriented Programming (OOP), Relational databases, NoSQL databases, User Interface design (UI/UX)"
 Full Stack PHP Developer,"Object Oriented PHP, Version control, Javascript, HTML, CSS, MySQL"
Sr. Web/Java Full Stack Developer,"Java 8, Javascript, Spring Framework, Spring MVC, Spring Boot, React, Angular, Bootstrap, Test Driven Development, Test Automation, CI/CD Practices, Cloud Platforms, Microservices, Containers"
Full stack developer,"Core Java, J2EE (Spring MVC Framework), Rest API web services, Spring Boot, Microservices"
"Software Engineer, Product (Full Stack)","Full stack web/mobile application development, Programming languages such as PHP, JavaScript, HTML, Internal programming language Hack, Web/mobile interfaces using XHTML, CSS, JavaScript, Frameworks like React & React Native, Relational databases and SQL, Web technologies (JavaScript, XHTML, CSS), MySQL"
 Senior Full-Stack Developer,"Ruby, Rails, CSS, React, Postgres, SQL, DevOps, ES6, Docker, CI/CD (Jenkins, CircleCI)"
Full-Stack Software Developer,"Full-stack development, Open-source projects, Git repositories, JavaScript, Node.js, React, ECMAScript 6+, Browser debugging tools, UX/UI patterns, Agile methodology, DevOps, Software versioning tools (Git, SVN), Web programming, Scholarly publishing projects, University and research environments, Information technology"
 Web Developer,"Web Development, Responsive Web Applications, Ember.js, REST APIs, Unit Testing, Automation, JavaScript, CSS (Sass, LESS, Compass), NET, SQL"
Full Stack Engineers,"Python 3, Django, Django Rest Framework, Service-Oriented Architecture (SOA), Microservices, RESTful Services, Event-Driven Architecture, JavaScript, React.js, Redux, Flux Design Pattern, Functional Paradigms, EcmaScript, CSS Preprocessors (Sass or LESS), NPM, Webpack, Babel, Docker, Testing Frameworks, SQL (Postgres)"
Full-Stack Developer,"LAMP stack, HTML5, CSS3, Sass/LESS, JavaScript/jQuery, Drupal, AWS, RackSpace, Wordpress, Git, Composer, Drush, GulpJS, AngularJS, KnockoutJS, BackboneJS, ReactJS, DurandalJS, Redis, Oracle, PostgreSQL, MongoDB, Nginx, IIS"
 Full Stack Engineer,"API-driven web applications, React, Node.js, Javascript, Coding standards, Code reviews, Pair programming, DevOps, Refactoring, Scalability, Tool and library development"
Software Engineer - Full Stack,"Web application development, Scalable backend services development, React.js, Redux, JavaScript, HTML, CSS/SCSS, EcmaScript/ES6, Node.js, Front-end development tools (Babel, Webpack, NPM), API frameworks (REST, GraphQL, CRUD), JSON Web Token, Serverless, AWS Lambda, Docker, Algorithms, Software patterns"
 eCommerce Full Stack Engineer,"System design, Data architecture, Cloud platforms, APIs, Artificial intelligence, UI design, ETL, Data Ingestion, Data Storage, Data Processing, Visualization, Software engineering practices, Coding standards, Code reviews, Source control management, Build processes, Testing, Cloud based platforms, API clients"
 Full Stack Software Engineer,"Technical skills:, Software development, JavaScript frameworks (AngularJS, ReactJS), HTML5, AJAX, XML, JSON, CSS, API design and development, RESTful Services CRUD, API security and authentication mechanisms (OAUTH, JWT), Cloud architecture and micro-services, Server-side languages (Java, Python, C/C++), Build, test, & deploy tools, Cloud-based solutions, Integrations with applications using APIs, Google Guice, Spring, JPA, Express.js, Node.js, Relational databases (MySQL, MariaDB), No-SQL databases (Cassandra, Mongo)"
 Java Full Stack Developer,"Java/J2EE, SQL, Hibernate, HTML5, JavaScript, CSS3, XML, Web services, Struts, Angular 2 or 4, Application servers (Tomcat, WebLogic), Software design"
" Full Stack Developer, Online Operations","Web development, Front end development, Back end development, Python, JavaScript, MySQL, User interface design, Flask framework for Python, JQuery, C/C++"
"Senior Software Engineer, Full Stack","Technical Skills - React, JavaScript, Python, Go, gRPC, TCP/IP, cloud environments, GNU/Linux"
Junior Full Stack Developer,"Full-Stack Development, Object-oriented concepts, HTML5/CSS, Python, React.js, Ruby, REST APIs"
 Full-Stack Developer (Billing Team),"Python, Django, Front-end development (AngularJS, HTML, CSS), Software testing, Troubleshooting, AI & machine learning, CPT codes, ICD-10/ICD-9, SNOMED, Data analysis"
"senior full stack engineer, Starbuckls Technology - Seattle, WA","Greenfield development, Digital solutions development, Business analytics, Partner to partner communication, Integration with IoT devices, Enterprise capabilities development"
Full Stack Software Engineer,"PHP, MySQL, algorithms, design patterns, clean code, agile processes, data structures, HTML, CSS, jQuery, MVC"
 Full-stack Developer,"Full-stack development, Server-side C, NET, SQL database development, ASPX, JavaScript, jQuery, CSS, HTML, Kendo UI, Angular JS, Visual Studio Team Services (VSTS), Visual Studio"
Full Stack Developer,"Backend infrastructure, Python coding, Typed language (e.g. C++, Java), Modern JavaScript technologies, Build automation and continuous integration, Algorithms, Data structures"
"Full Stack Java Developer, Front-End Focused","Java, Angular, JavaScript, SQL, Eclipse, jQuery, Git, MySql, NoSQL (Apache Cassandra, MongoDB), Agile/Scrum, NoSQL databases (MongoDB, Cassandra), Graph databases, Apache ServiceMix, Mule or other ESBs, D3.js, AngularJS, Spring framework (Spring Batch, Spring Boot), Scala for writing Spark jobs, R, Hadoop, Maven, Docker"
.NET Developer (Only Local Candidates - Detroit),"C#, ASP.NET MVC, MVC, MicroServices, Object-oriented design, HTML5, CSS3, JavaScript, Angular.JS"
Full Stack Mobile Engineer,"Web and Mobile design, Web and mobile application development, Packaging apps for deployment to App Stores, Back-end development, Integrations and API's development, Android development (Android SDK, SQLite/MySQL, Eclipse), iOS development (Objective-C, iOS SDK, Xcode, Swift), Client-side programming (HTML5, CSS3, Bootstrap, React, Angular, Vue), Test-driven development"
Full Stack Software Engineer,"PHP, MySQL, Algorithms, Design patterns, Clean code, Agile processes, Data structures, HTML, CSS, jQuery, MVC"
 Senior Full Stack Engineer,"NET development, Web application development, Visual Studio, Unit testing, Microsoft SQL Server, T-SQL, AngularJS, Node.JS, HTML5, JavaScript, C#, ASP.Net, C++, Java, PowerShell scripting"
 Full Stack Developer / Software Developer - Insurance Tech Company,"Full Stack Development, Software Engineering, Insurance Systems"
Full Stack Developer,"JAX-WS, Apache CXF, Apache Axis, soapUI, ANSI SQL, XML, JDBC, Core Java, Junit, WSDL, Oracle Weblogic"
 Software Developer,"Web/API development in the .NET Framework (C#, VB, .NET Core), Strong relational database knowledge, SQL Server (Scripting, Indices, Views, Stored Procedures), Microsoft IIS, Windows/Web Services, Microsoft Team Foundation Server (TFS), JavaScript, jQuery, CSS3, HTML5"
 Full-Stack Engineer,"React, GraphQL, Go, Kubernetes, Terraform, PostgreSQL, Web frameworks, APIs, Databases, Backend languages, Containerization"
Full Stack Engineer,"Web application development, API design, Java, JavaScript, REST APIs, HTML5, CSS, Node.js, Git, React, Vue, Angular, Ember, or Polymer, Grunt, Babel, Webpack, Gitflow, Java 8 features, ES6, Agile methodologies, Scrum/Kanban"
" Development Engineer, Full stack Node JS/React JS","Node.js, MySQL, JavaScript, React.js, Jasmine, Mocha, Gulp, Grunt, NPM, Git, Mercurial, Subversion, Angular2, NativeScript, TypeScript, Firebase, Server-side development, AWS, Heroku, HTML, CSS, Salesforce.com"
 Software Developer Full Stack,"Full stack development, Front-end and back-end development, Open source technologies, Web application development, Object-Oriented Analysis and Design, JavaScript, Angular, Node.JS, Express.js, HTML5+CSS, JQuery, XML, JSON, Linux environment, SQL and MySQL, Elasticsearch, NoSQL databases (MongoDB, Couchbase), Azure/AWS/GCP cloud services, DevOps, APIs, Microservices, Service-oriented architectures, Web-based systems programming"
 Full Stack Developer,"Java, JavaScript, HTML5, CSS3, Oracle databases, Application performance analysis, Agile methodology, AWS services, SQL, Operating systems, Internet technologies, Troubleshooting, Software development, Database management, Application deployment, Continuous integration"
Full Stack JavaScript Developer,"Enterprise class Javascript web applications, React.js, Node.js, Single page applications, JS frameworks and libraries (React, Angular, Ember, Babel, Webpack, Underscore, etc.), Test automation (TDD, unit/integration/functional testing), HTML5, CSS3, Sass, Bootstrap, Object-oriented design and programming concepts, Core JavaScript concepts, Quality code writing, Agile software development, Test-driven development, Product development, Architectural initiatives"
Admissions Consultant - Remote,"Sales, Recruiting, Database management, Customer service, Data gathering and entry"
Training & Development Consultant,"eLearning content development, Articulate Storyline 360, LMS administration, Instructional design, Virtual training platforms"
 IT Communications Consultant,"Corporate communication, Organizational change management, Microsoft Office, Digital design (Adobe Photoshop/Adobe InDesign), Writing and editing, Public speaking, Digital communication methods, Project management, PMP certification"
 Recruiter,"Full-cycle recruiting, Negotiation skills, Customer relationship management, Data-driven approach"
 Entry Level IT/HR consultant,"Insider Threat Analysis, Data analysis, Log analysis, Networking (AD accounts), Malware analysis, Firewall log analysis, Encryption verification, Phishing analysis, Metrics reporting, SharePoint, Excel"
"Principal Consultant, eCommerce IT","eCommerce Technology, Business requirements gathering, Technology roadmap development, Evaluation and selection of technology partners, ROI analysis, Retail eCommerce platforms knowledge, Budget management"
Leasing Consultant,"Sales, Leasing, Marketing, Customer service, Public relations, Data management, CRM system, MS Office, Google Apps, Pricing tools"
 Office Coordinator,"Answering phone calls, Greeting clients and visitors, Ordering supplies, Setting up meetings, Coordinating facilities for business events, Liaising with building management, Working with IT department for computer support, Processing invoices"
 Field Consultant-Neuroscience-New England,"###, Resilient, Agile learner, Accountability, Adaptability, Prioritization, Collaboration, Customer engagement, Influence, Relationship management, Strategic account management, Analysis, Problem-solving, Sales, Compliance, Leadership, Negotiation, Disease state knowledge, Market knowledge, Medical knowledge development, Strategic account management, Business analysis, Data analysis, Performance analysis"
 Human Resources Consultant (Employee Relations),"Employee Relations, Knowledge of federal, state, and local laws related to personnel activities, Oral and written communication, Planning and organizing, Data analysis and problem solving, Computer skills, Training and mentoring"
 IT/IS GRC Consultant,"Information Technology, Expertise"
 Leasing Consultant,"Customer Service, Marketing, Sales, Property Management, Advertising, Reporting, Microsoft Office Suite"
Leasing Consultant,"Sales, Marketing, Customer Service, Administrative Skills, Technology Adaptation"
 Parts Consultant,"Expert knowledge of dealer systems, Expert technical knowledge of dealer product line, Expert knowledge of forklift and material handling equipment, Forklift operator certification"
Clinical Product Consultant,"Product implementation, Product enhancement, Integration projects, Care Management processes, NCQA and URAC requirements, System configuration, Workflow design, Product expertise, Clinical knowledge"
Communication & Change Management Consultant,"Internal and External Communication Strategies, Change Management Plans, Communication Portal Maintenance, Readiness Assessments, Structured Change Management Approach, Risk Identification and Mitigation, Budget Management, Communications Planning, Technology Trends Awareness"
 IT Audit Consultant,"IT General Controls, IT Audit, IT SOX, IT Risk Consulting, Project Management, Internal Audit, Compliance, CPA, CIA, CISA, Verbal and Written Communication, Analytical Skills, Problem-Solving Skills, Information Technology Processes and Controls, Internal Control Frameworks (COSO, COBIT), Audit Methodologies"
Product Management Consultant - IT,"Product Management, CRM, Product Development, Product Marketing, Business Analysis, Technology Skills, Understanding of Business Goals, Competitor Analysis, Business Development"
 Floating Leasing Consultant,"****, Sales/Customer Service Experience, Experience with Yardi and Onesite, Proficiency in Microsoft Office Suite, Ability to quickly learn other software applications"
 Organizational Change Management Consultant,"Change Management, Organizational Development, Data-driven Solutions, Communication Planning, Job Descriptions, Behavioral Tools, User Adoption/Training Programs, MS Visio, MS PowerPoint, MS Word, MS Excel"
 Human Centered Design Consultant,"Human-centered design, Adult learning principles, Training needs analysis, Instructional design, User experience design (UX), Healthcare/clinical experience, Health information technology (HIT), Web-based and computer-based training (CBT)"
 Loss Control Consultant,"Analyzing risk experience, Developing account loss reduction procedures, Conducting evaluations of exposures, Developing service plans, Proficiency with Microsoft Office, Knowledge of claim management principles, Conducting training presentations, Conducting onsite calls"
 IT Business Consultant,"Business analysis, Fund administration, Investment operations, Data analysis, Functional specifications writing, Agile deliveries, Acceptance testing, Feasibility studies, Cost/benefit analysis, Test case design, Project management, MS-SQL queries, Excel data analysis, QlikSense reporting tools, Visio, Agile delivery process"
 Communications Consultant,"Content Development, Project Management, Marketing Strategy, Communication Planning, Data Analysis, Financial Services Marketing, Presentation Skills"
"Global Mobility Specialist, Immigration","Technical Skills (Experience):, years of experience in Global Mobility, Experience with in-house and as a vendor, Demonstrated program management and vendor management skills"
Information Management Consultant,"IT Governance, IT Policies, IT Strategy Alignment, IT Investment Decisions, IT Organization Management, IT Infrastructure Planning, IT Applications Management, Data Governance, Change Management, Data Quality Assurance"
 Group Insurance Proposal Consultant,"Project management, Strategic planning, Resource management, Relationship management, Research skills, Proposal development, Microsoft Office, Writing skills"
Retail Sales Consultant,"Technical skills:, Knowledge of wireless products, Knowledge of connected car technology, Knowledge of wearables, Ability to offer integrated entertainment solutions, Familiarity with DIRECTV & DIRECTV NOW, Sales skills"
Travel Consultant - After Hours Team (EV),"Sabre GDS System, Microsoft Office (Word, Excel, PowerPoint, Outlook), Excel spreadsheet software, SABRE, ARC, and TRAMS database software, Knowledge of travel rules, operating instructions, and procedure manuals"
IT Manager,"IT Management, Vendor Management, Cost/Benefit Analysis, Help Desk Support, LAN Support, Patch Management, Anti-Virus Management, Image Management, Software/Hardware Upgrades, Active Directory Management, Network Troubleshooting, Hardware/Software Inventory, VPN Management, Server Management, Desktop Environment Support, Exchange PowerShell, Project Management, Cisco Networking, SharePoint Management"
Service Consultant,"Knowledge of vehicle products and warranties, Mathematical principles, Ability to operate manual transmission vehicles, Communication skills, Reading and interpreting documents, Customer service skills"
Partner Consultant,"Accounting industry knowledge, Tech savvy, Sales, CRM management, Data conversion, Project planning, Solution presentation, Workflow analysis"
 IT Systems Consultant,"System Analysis, Information Systems Design, Documentation Standards, Quality Assurance Methodologies, Project Management, ROI Calculations, Training Curriculum Design, Testing Scenarios, Issue Resolution"
Recruiter,"Full-cycle recruiting, Candidate evaluation, Interview process management, Offer negotiation, Customer relationship management, Data-driven approach, Analytics, Complex compensation packages negotiation"
Building Consultant,"Xactimate, Forensic consulting, Technical report writing, Damage assessments, Estimation, Inspection, Desk reviews, Building construction knowledge, Knowledge of insurance appraisals"
 Member Consultant Bellevue - Part Time,"Consumer lending, Opening new accounts, Teller services, Sales and service, Microsoft applications proficiency"
IT Director,"Networking, Security and infrastructure technologies, Cost analysis and estimation for IT projects, hardware, and software, Hardware and software systems for diverse and varied needs for a large department, Application development, scoping, and maintenance, Request for Proposal (RFP) and contract negotiation processes, Broad-based technology systems in varied business applications and environments, Software development and analysis"
 Admission Consultant (Inside Sales Rep),"###, Excellent written and verbal communication skills, Time management skills, Organization skills, Lead qualification, Objection handling, Proficiency in CRM software (SalesForce)"
 Travel Consultant - Gov't / Military Accounts (EV),"Native SABRE experience, GDS system knowledge, Knowledge of Excel spreadsheet software, Microsoft Office proficiency, Ability to navigate between programs by using shortcut keys"
Business Initiatives Consultant 1,"Data Analysis, Business Requirements Gathering, Review and Analyze Reports, Customer Needs Analysis, Service Excellence, Business Acumen, Innovation, People Leadership, Personal Influence"
 Onsite Client Mobility Consultant,"Account Management, Client Relationship Management, Compliance Management, Reporting and Analysis, Salesforce, Vendor Management, Data Management"
 Office Technician,"Project management, MDOT specifications, ProjectWise software, FieldManager software, Contractor pay estimates, File management, Spreadsheet creation & manipulation, Word processing, Web knowledge, Basic math proficiency"
Organizational Effectiveness & Transformation Consultant,"****, Organizational Development, Change Management, Training and Development, Performance Management, Leadership Development, Human Resources, Talent Review, Succession Planning, Research and Data Collection"
 Educational Tour Consultant,"Solution selling, Business expertise, Sales technique"
"Crop Consultant -Toppenish, WA","Sales, Marketing, Soil, tissue, and water analysis interpretation, Agronomic research, Fertilizer formulations, Customer contract management, Reporting, Training"
 Geek Squad Consultation Agent,"Knowledge of customer electronics, Ability to prioritize and multi-task"
"Investment Consultant - Philadelphia, PA","FINRA Series 7 & 63, Series 65 and/or 66, CFP (Certified Financial Planner)"
" Consultant, Operational Excellence","Operations focus, Process improvement experience, Toyota Production System implementation, LSS Green Belt or LSS Black Belt, Statistical analysis, Data mining"
Management Consultant - New York,"Procurement, Supply Chain Management, Data Analysis, Strategy Planning, Negotiation, Methodologies, Process Management, Innovation, Relationship Management, Excel, PowerPoint"
" LTA Consultant â English Editor/Writer/Proofreader â UNDP,BERA,Office of
the UNSGSA","Editing, Writing, Proofreading, Print design, Photography editing, Content creation, Web production"
"Junior Knowledge Management Consultant with the HIV, Health and Development
Team","Knowledge Management, Implementation Support, Capacity Development, Resource Mobilization, Data Analysis, Research Skills, Health Programmes Implementation, Proposal Development, Partnership Building"
 Leasing Consultant,"Sales/customer service experience, Proficiency in Microsoft Office Suite, Ability to learn other software applications"
 Retail Sales Consultant,"Sales, Product knowledge, Wireless products, Connected car technology, Wearables, Entertainment options (DIRECTV & DIRECTV NOW), Technology, Commission-based sales"
Community Consultant,"Interviewing, Marketing, Communication, Recruitment"
 Bilingual Spanish Retail Sales Consultant,Bilingual (Spanish and English)
"Diversity Events Specialist, Talent Programs and Events","Program/event planning, Marketing, Data analysis, G Suite (Email, Calendar, Docs, Spreadsheets, Sites)"
"Account Executive, Travel West","Technical skills: online media, communication skills, analytical abilities, market analysis, industry expertise, business development, consultative selling, navigating ambiguity"
Leasing Consultant | O2,"Proficiency in Microsoft Office Suite, Ability to quickly learn other software applications"
" Implementation Consultant, Associate","Upstream oil and gas land management, financial accounting, production accounting, data validation, data migration, system configuration, customer training, test plans, project management."
"Franchise Consultant-Business Coach (Spokane, WA)","Operational Excellence, Auditing, Brand Consistency, Sales Increase Strategies, Cost Reduction Strategies"
Associate Consultant I,"E-commerce solutions implementation, EDI requirements, Troubleshooting, Data analysis, Microsoft Office (Word, Excel, Outlook), E-commerce concepts, Web-based EDI services"
 Small Business Consultant,"Sales experience, Customer relationship management (CRM), SalesForce"
IT IA Consultant  JN -082018-41235,"IT General Controls, IT Application Controls, Reports Testing, Walkthrough Meetings, Documentation"
Leasing Consultant,"Residential property management, Sales, Marketing, Modern software applications"
 Sales Consultant-Bilingual,"Retail Sales, Wireless/Mobility Products and Services, Customer Experience, Sales Objectives"
" IT Technical Support Consultant - Sunnyvale, CA","IT Help Desk Support, User Administration, Setting up IT Equipment, Server Administration (Windows Server), LAN, WAN, VPN Troubleshooting, Core IT Applications Support, IT Project Environment, Microsoft Exchange & Outlook Administration, Symantec & Altiris Products Support, Anti-virus & BackupExec Troubleshooting, Lotus Notes & Domino Administration, Desktop Applications Support, Imaging PCs using Altiris, Managing Hardware and Software Assets"
 Workers' Compensation Claims Examiner,"Adjudicating disability claims, Processing requests for authorization of medical expenses, Reviewing audit reports for potential fraud, Identifying trends through data analytics, Reviewing medical evidence for appropriateness of treatment"
 Retail Sales Consultant,"Wireless expertise, Knowledge of latest technologies and trends, Retail sales experience, Customer service, Account setup, Problem-solving, Billing solutions, Technical issue resolution"
 Consultant,"Supply chain consulting, Inventory management, Customer order lifecycle, Fulfillment, Business development, Order management (Manhattan and/or Sterling Commerce)"
Recruiter,"Full-cycle recruiting, Candidate evaluation, Interview process management, Offer negotiation, Customer relationship management, Analytical skills, Data-driven approach, Strong communication skills"
" Field Consultant2366 ( San Francisco, CA)","Store operations management, Operational planning, Merchandising, Fresh food concepts, Financial analysis, Recruitment and staffing, Data analysis, MS Office Suite proficiency"
 Leasing Consultant | The Edison,"Microsoft Office Suite, Software Applications"
Customer Service Consultant,"Customer Service, Client Management, Repair Management, Collision Damage Estimating, Computer Programs"
Color Consultant,"Knowledge of skincare products, Client service, Inventory control, Loss prevention, Beauty trends, Product knowledge"
 IT Operations Coordinator,"IT Procurement, Financial Management, Budgeting, Asset Management, Inventory Management, IT Compliance, Contract Management, Microsoft Office Suite, Outlook, Sharepoint, DocuSign"
Business Consultant,"Requirements elicitation, Software implementation, Lending industry knowledge, SQL and databases, Programming concepts, Commercial Lending experience"
Leasing Consultant,"Microsoft Office Suite (Excel, Word, PowerPoint, Outlook), Social media (Facebook, Twitter, LinkedIn), Yardi software"
" Customer Outreach Specialist, YouTube","Crisis Management, Escalation Handling, Customer Support, Client Services"
"BOLD Intern, Summer 2019","****, Analytical skills"
 Men's Wearhouse Wardrobe Consultant,"Retail sales techniques, Customer communication, Team selling, Tailoring recommendations"
 Data Center Operations Assistant,"Monitoring data center operations, Networking infrastructure monitoring, Alerting IT support staff of outages, Operating printing machines"
Implementation Consultant - HCM,"Learning and Talent Management Systems, Business Process Analysis, Requirements Analysis, Product Customizations, Documentation, Quality Assurance, Project Management, Cloud Technologies"
 Learning Consultant,"Instructional Design, Curriculum Development, Articulate 360, Learning Management Systems, Software Development, Common development frameworks, API's, SSO, Authentication and authorization protocols"
Travel Consultant - Government Accounts (EV),"Technical Skills, SABRE, GDS System, Microsoft Office, Excel Spreadsheet Software, ARC, Worldspan, TRAMS Database Software"
" Technical Solutions Consultant, Verily Life Sciences - Mountain View","Software development, Data analysis, Machine learning, Statistical modeling, Cloud computing"
 Business Consultant / Business Efficiency,"Performance transformation program management, Strategic planning, Monitoring and evaluation, Project management, Risk management, Stakeholder communication, Data analysis, Root cause analysis, Business reporting, Statistical data analysis, Process improvement, Business consulting, IT Project Management, Financial analysis"
Retail Sales Consultant,"Knowledge of wireless technologies, Understanding of connected car products, Familiarity with wearables, Experience with DIRECTV & DIRECTV NOW services"
 Customer Service Representative - IRO,"Solid computer skills, Outstanding customer service, Telephone skills, Microsoft Suite (Outlook, Word, Excel)"
 Immigration Paralegal Consultant,"Technical skills: Global Immigration, Consultative Approach, Customer Relationship Management, Data Analysis, Microsoft Word, Microsoft Excel, Case Management, Immigration Workflow, Documentation Management"
 Permitting Associate,"Code compliance, Permit coordination, Research skills, Interpretation of municipal regulations, Legal background, Technical writing, Zoning administration, Reading and interpreting codified ordinances, Site plan review, Shop drawing review, Computer literacy (Microsoft Office, Google Docs, Maps, Gmail), Problem-solving, Critical thinking, Negotiation skills, Organization, Deadline management"
IT Audit Consultant,"IT General Controls/IT Audit, IT SOX, IT Risk Consulting, Project Management, Interpersonal Skills, Verbal and Written Communication, Analytical Skills, Understanding of Information Technology Processes and Controls, Knowledge of Internal Control Frameworks (COSO and COBIT), Audit Methodologies, Information Technology (IT) Processes, IT Fieldwork"
Leasing Consultant | Tamarind Terrace,"****, Sales/Customer Service, Microsoft Office Suite, Software Applications"
 Leasing Consultant,"Customer service, Sales experience, Marketing, Property management software knowledge"
 Travel Consultant - Government Accounts (EV),"Native SABRE experience, GDS System knowledge, Understanding of Government travel requirements, Familiarity with security clearance processes, Proficiency in Microsoft Office (Word, Excel, PowerPoint, Outlook), Knowledge of Excel spreadsheet software, Proficiency in SABRE, ARC, Worldspan, TRAMS database software"
Consultant,"Financial analysis, Excel modeling, Qualitative and quantitative analysis, Writing, Project management, PowerPoint, Presales support"
Consultant,"Data analysis, Financial modeling, Excel, PowerPoint, Programming, Research, Market pricing, Survey analysis, FLSA classification, Data interpretation, Report writing, Proposal writing, Analytical skills"
 Sales Consultant - Comp,"Customer service, Sales, Inventory management, Merchandising, Selling skills, Performance analysis (NPS, Mystery Shops)"
Make-up Advisor (Consultant),"Skincare expertise, Product knowledge, Inventory control, Loss prevention, Sampling policies and procedures, Beauty trends knowledge, Skin consultations, Makeovers, Retail experience"
 Customer Success Specialist / Educational Consultant,"Access code management, Digital product proficiency, Learning Management Systems, Troubleshooting, Microsoft Office applications, Google Applications"
" Amundsen Consulting, Associate Consultant","Data Analytics, Strategic Analysis, Big Data, Market Research, Predictive Modeling, Report Writing, Presentation Skills, SQL"
 Implementation Consultant,"System configuration (XML or similar), Scripting (Python, JSON), Analysis and technical specification development, Relational databases (e.g. Oracle, PostGreSQL), SQL query language, ETL tools and system integrations, Pentaho tool suite"
 IT Audit Consultant,"Cyber Security, Identity Governance, Access Management, Data Privacy, Analytics, Internal Audit, IT Trends, IT Systems Processes, Sarbanes-Oxley Compliance, Financial and Operational IT Audit, Audit Program Development, Microsoft Office Suite, SOX/CSOX/JSOX Compliance, Risk Assessments"
 IT Pro Network Consultant,"Network administration, Cloud platforms (AWS, Azure), Basic networking concepts, Troubleshooting performance and connectivity, Antivirus (AV) and endpoint protection (EPP) solutions, Security systems deployment and management"
Permitting Associate,"Knowledge of municipal sign regulations, Understanding of zoning regulations, Familiarity with reading site plans and shop drawings, Proficiency in Microsoft Office and Google Docs, Ability to conduct code compliance research, Excellent written and oral communication skills, Strong negotiation skills, Problem-solving and critical thinking abilities"
 Senior IT Consultant,"Project management, Business analysis, Requirements gathering, Business case development, Process mapping, Business process improvement, Solution design, Data analysis, System integration, Vendor evaluation"
 People Consultant,"HR Support, Performance Management, Employee Relations, Data Analysis, Program Management, Problem Solving, Cross-functional Collaboration, Coaching and Mentoring, Organizational Skills"
 Professional Services Consultant,"System Integration, SSO, Active Directory, Proxies, Cloud APIs, VMs, Firewalls, DLP Solutions, Systems Installation, Systems Configuration, Systems Administration, UNIX/Linux, Windows-Based Systems, Network Security Technologies, SSL/IPSec, VPNs, Data Encryption Technologies"
 Event Sales Admin,"Cash handling, Clerical experience, Proficiency in MS Office products"
Program Consultant,"Sales calling, Time management, Organizational skills, Needs-based selling, Writing skills"
"Process Improvement Consultant, Secret Clearance, Bremerton WA","Lean Six Sigma, Theory of Constraints, High Velocity Learning, Business Process Improvement, Workforce Management, Project Management, Metrics and Measures, Business Analytics, Data Mining, Decision Support Analytics, IT Functional Requirements, Minitab, SharePoint"
 IT Software Engineer Consultant,"Cerner EMR, CCL, Programming, Testing, Change Control, Project Planning"
IT Business Consultant,"Business process analysis, Data analysis, Writing functional specifications, Agile delivery, Feasibility studies, Cost/benefit analysis, Data mapping, Screen design, SQL querying, Data analysis in Excel, Project management, Use of analytical tools, Test case design and execution, Use of reporting tools like QlikSense"
